Transaction_ID,Cardholder_Name,Age,Gender,Transaction_Amount,Merchant_Name,Merchant_Category,City,Transaction_Time,International_Transaction,Card_Present,Failed_Attempts,Fraud
TXN1416,Shawn Smith,52,Male,1845.12,"Smith, Riley and Gonzales",Fuel,Delhi,2026-02-04 06:27:16,1,0,4,1
TXN1417,Lisa Hicks,39,Female,4819.47,White Inc,Travel,Pune,2025-11-06 02:14:16,1,1,4,1
TXN1418,Brianna Le,55,Male,1306.47,Kline-Mann,Online Shopping,Gurgaon,2025-12-20 04:43:16,1,0,4,1
TXN1419,Richard Villarreal,18,Female,1624.27,Edwards-Smith,Fashion,Delhi,2025-09-07 15:20:16,0,0,4,1
TXN1420,Gregory Rodriguez,35,Male,332.44,Lopez-Murray,Entertainment,Bangalore,2025-11-29 00:24:16,0,0,2,0
TXN1421,Sylvia Jefferson,66,Male,2744.32,Gilmore-Lawson,Fuel,Delhi,2025-10-28 06:49:16,1,1,4,1
TXN1422,Megan Mitchell,43,Male,644.73,Vega and Sons,Travel,Chennai,2026-04-03 07:53:16,1,1,3,0
TXN1423,Tina Erickson,35,Female,2385.33,"Valencia, Simpson and Davila",Fuel,Gurgaon,2025-09-16 08:12:16,1,0,5,1
TXN1424,Daniel Sanchez PhD,59,Male,3927.23,Lam-Buck,Healthcare,Delhi,2026-01-14 19:24:16,0,1,0,0
TXN1425,Michael Hansen,58,Male,3443.79,Jordan-Wilson,Food,Delhi,2026-03-08 12:12:16,0,1,0,0
TXN1426,Colin Johnson,27,Female,4652.29,"Ellis, Moran and Brown",Online Shopping,Gurgaon,2025-09-17 07:13:16,1,0,2,1
TXN1427,Sarah Herrera,51,Male,1937.88,Weber Ltd,Fuel,Bangalore,2025-10-05 19:52:16,0,1,0,0
TXN1428,April Morris,40,Male,2596.86,"Smith, Velasquez and Kim",Electronics,Delhi,2026-02-27 16:40:16,1,0,4,1
TXN1429,Jacqueline Hayes,25,Male,217.95,Hahn Ltd,Food,Delhi,2026-02-09 17:40:16,0,0,4,1
TXN1430,Brittany Johnson,68,Female,365.57,"Owens, Doyle and Bird",Grocery,Mumbai,2025-12-06 11:36:16,0,1,3,0
TXN1431,Brenda Bell,38,Female,1944.1,"Gomez, Richardson and Scott",Food,Pune,2025-09-21 16:49:16,0,0,2,0
TXN1432,Bryan Stewart,24,Male,3921.37,Hanson Inc,Online Shopping,Bangalore,2026-03-17 16:43:16,0,1,4,1
TXN1433,Jennifer Holland,22,Female,3304.91,Savage LLC,Food,Bangalore,2025-05-20 20:31:16,0,0,5,1
TXN1434,Derek Mcdonald,64,Female,420.04,Johnson PLC,Fashion,Bangalore,2025-09-29 11:10:16,0,0,0,0
TXN1435,Lisa Stephenson,26,Female,1915.88,Mcdowell Group,Online Shopping,Gurgaon,2026-03-20 00:37:16,0,1,5,1
TXN1436,John Juarez,58,Female,3223.08,Nelson PLC,Online Shopping,Bangalore,2026-01-08 10:31:16,1,1,4,1
TXN1437,Michael Huerta,53,Male,1471.18,"Norris, English and Davis",Fashion,Gurgaon,2025-08-22 06:28:16,0,1,4,1
TXN1438,Heather Little,49,Male,3742.89,Thomas-Adams,Food,Bangalore,2025-07-24 02:30:16,0,1,1,0
TXN1439,Taylor Carlson,32,Male,562.93,"White, Rodriguez and Allen",Online Shopping,Gurgaon,2025-11-05 19:16:16,1,0,2,0
TXN1440,Roy Bird,31,Female,2202.63,Moore Group,Food,Bangalore,2026-01-13 05:49:16,0,1,5,1
TXN1441,Christopher Willis,37,Male,616.29,"Mayer, Graves and Hamilton",Fuel,Bangalore,2025-07-23 08:55:16,0,0,0,0
TXN1442,Maria Patterson,38,Male,1436.67,Li Group,Fashion,Gurgaon,2026-04-05 05:02:16,0,0,0,0
TXN1443,Ronald Porter,29,Male,4595.44,Lara-Williams,Online Shopping,Mumbai,2026-04-19 07:28:16,1,0,5,1
TXN1444,Ian Owens,38,Female,4892.2,Williams-Lewis,Fashion,Delhi,2025-07-09 19:55:16,0,0,3,0
TXN1445,Kayla Turner,49,Male,895.37,Davenport-Davis,Fuel,Mumbai,2026-02-10 05:58:16,0,1,0,0
TXN1446,Andrew Cunningham,39,Male,2702.39,"Rivera, Robertson and Barry",Online Shopping,Bangalore,2025-08-11 10:39:16,1,1,4,1
TXN1447,Antonio Burton,38,Female,3632.64,Harris-Li,Online Shopping,Chennai,2025-07-28 10:10:16,1,1,2,1
TXN1448,Elizabeth Harrison,40,Female,4205.11,Taylor Group,Healthcare,Pune,2025-08-02 17:04:16,1,1,4,1
TXN1449,Sandy Brown,50,Male,2546.72,Anthony-Sims,Fuel,Bangalore,2025-10-28 06:22:16,0,1,4,1
TXN1450,Jennifer Miller,47,Female,4367.88,Leon Group,Entertainment,Delhi,2025-07-30 22:54:16,0,0,1,0
TXN1451,Barbara Chapman,33,Male,4060.64,Copeland-Gomez,Fashion,Pune,2025-05-08 23:38:16,1,1,0,1
TXN1452,Heather Zuniga,21,Male,504.9,Hess Inc,Food,Bangalore,2025-09-25 18:07:16,0,1,2,0
TXN1453,Jordan Howard,42,Male,2779.87,Gibson-Olsen,Fuel,Pune,2025-07-09 21:14:16,1,1,2,0
TXN1454,Jessica Hawkins,19,Female,1783.37,Berger Inc,Fuel,Gurgaon,2026-04-24 18:49:16,0,1,3,0
TXN1455,Katherine Gillespie,39,Male,4241.76,"Newman, Anderson and Fry",Travel,Chennai,2025-06-27 06:29:16,1,0,0,1
TXN1456,Devin Harper,31,Male,1020.38,Ruiz-Smith,Online Shopping,Delhi,2026-04-17 17:25:16,0,0,2,0
TXN1457,Kim Taylor,48,Male,1534.97,"Stein, Ellis and Anthony",Entertainment,Mumbai,2025-06-29 09:04:16,0,0,1,0
TXN1458,Jennifer Weiss,21,Male,1933.03,Moody LLC,Grocery,Mumbai,2025-12-26 08:31:16,1,1,5,1
TXN1459,Alexis Bennett,52,Male,697.74,Jenkins PLC,Fuel,Chennai,2025-09-19 06:47:16,1,0,4,1
TXN1460,Thomas Kelly,27,Male,3101.75,"Cohen, Lopez and Blake",Online Shopping,Pune,2025-08-20 15:21:16,1,0,0,1
TXN1461,Michael Blackwell,24,Male,2410.05,Watts-Horn,Online Shopping,Chennai,2026-04-24 01:17:16,1,1,4,1
TXN1462,Andrew Stewart,33,Male,1134.94,Lindsey and Sons,Online Shopping,Chennai,2025-08-26 04:07:16,1,0,5,1
TXN1463,Thomas Johnson,35,Male,3014.71,"Ramsey, Chavez and Cook",Electronics,Pune,2025-10-31 08:52:16,0,0,5,1
TXN1464,Jonathan Allen,36,Male,302.17,Hill and Sons,Online Shopping,Bangalore,2026-01-18 16:11:16,1,1,1,0
TXN1465,Michael Sanders,55,Female,1057.11,"Ross, Atkinson and Watkins",Electronics,Bangalore,2025-05-16 08:53:16,1,1,4,1
TXN1466,April Reyes,53,Male,620.66,Perez-Horne,Food,Bangalore,2026-01-14 05:08:16,0,0,1,0
TXN1467,Margaret Chapman,69,Male,322.09,"Diaz, Zavala and Mathews",Entertainment,Gurgaon,2025-08-29 13:30:16,1,1,0,0
TXN1468,Kimberly Horn,62,Male,875.67,"Mcdaniel, Vasquez and Brown",Grocery,Chennai,2025-10-22 00:21:16,0,0,2,0
TXN1469,Brandon Wilson,32,Female,2055.43,Carrillo-Juarez,Entertainment,Chennai,2026-02-18 17:02:16,1,0,0,0
TXN1470,Sergio Bryant,43,Male,2942.97,"Robinson, Strong and Jefferson",Food,Mumbai,2026-03-07 17:51:16,1,1,2,0
TXN1471,Sarah Pruitt,30,Male,3504.26,"Martinez, Joyce and Houston",Electronics,Chennai,2025-05-22 05:56:16,1,0,5,1
TXN1472,Matthew Clark,34,Male,4648.79,Watson Inc,Healthcare,Delhi,2026-03-17 07:22:16,0,0,1,0
TXN1473,Julie Bird,52,Female,2153.99,"Lowe, Bell and Davies",Electronics,Bangalore,2026-02-27 23:21:16,0,0,0,0
TXN1474,Jeanne Taylor,38,Female,2296.35,Ryan-Garcia,Online Shopping,Bangalore,2025-08-20 00:35:16,1,0,1,0
TXN1475,Pamela Thomas,21,Male,258.71,"Walker, Reed and Green",Online Shopping,Chennai,2025-07-16 10:06:16,1,0,0,0
TXN1476,Darrell King,41,Male,3650.25,"Fowler, Johnson and Smith",Entertainment,Mumbai,2025-06-15 18:47:16,0,1,5,1
TXN1477,Cynthia Kemp,61,Female,685.42,"Craig, Murphy and Vasquez",Healthcare,Delhi,2026-04-06 08:17:16,1,1,0,0
TXN1478,Amy Mccormick,53,Female,76.88,"Phillips, Alvarado and Miller",Food,Bangalore,2025-05-08 18:11:16,1,1,5,1
TXN1479,David Lang,45,Male,1385.84,King Inc,Entertainment,Delhi,2025-09-29 13:45:16,1,0,1,0
TXN1480,Robert Swanson,33,Male,1862.32,Romero-Holt,Electronics,Bangalore,2026-01-21 15:35:16,0,1,3,0
TXN1481,Joy Garcia,26,Male,2442.98,"Conrad, Ross and Glass",Entertainment,Bangalore,2025-11-04 17:21:16,1,0,1,0
TXN1482,Richard Wood,60,Male,704.83,Berry-Carrillo,Grocery,Bangalore,2025-10-23 10:08:16,1,1,2,0
TXN1483,Joshua Jenkins,24,Female,441.26,Rodriguez-Weiss,Electronics,Mumbai,2025-11-28 04:30:16,0,0,3,0
TXN1484,Malik Doyle,41,Female,2805.24,Smith Group,Fuel,Pune,2025-10-20 06:59:16,1,0,1,0
TXN1485,Christina Duncan,61,Male,3940.69,"Moody, Howell and Clark",Electronics,Bangalore,2025-12-16 22:43:16,0,1,4,1
TXN1486,Thomas Orr,35,Female,733.38,Schwartz and Sons,Grocery,Bangalore,2026-02-09 23:17:16,1,1,0,0
TXN1487,Jason Davis,36,Male,1550.41,Cameron-Hernandez,Online Shopping,Mumbai,2025-05-31 15:44:16,0,1,4,1
TXN1488,Anthony Douglas,58,Male,119.96,Sanchez Group,Travel,Bangalore,2026-01-10 23:59:16,1,1,0,0
TXN1489,Kristen Calhoun,24,Female,3421.93,Klein Ltd,Travel,Delhi,2025-07-22 11:17:16,0,1,4,1
TXN1490,Bobby Walker,51,Female,2025.85,"Stephens, Miller and Melendez",Entertainment,Bangalore,2026-03-25 19:02:16,1,0,5,1
TXN1491,Kyle Vincent,66,Female,2722.26,Reynolds LLC,Fashion,Mumbai,2025-10-22 02:40:16,1,0,1,0
TXN1492,Jordan Jordan,38,Female,713.39,"Walter, Dyer and Martin",Electronics,Mumbai,2026-04-15 11:44:16,1,0,1,0
TXN1493,Paul Watson,27,Female,2316.85,Hanna-Elliott,Healthcare,Pune,2026-01-02 21:19:16,1,1,3,0
TXN1494,Paula Glover,41,Female,3936.98,Tucker LLC,Healthcare,Gurgaon,2025-07-17 18:06:16,0,1,2,0
TXN1495,Patricia Gutierrez,66,Female,1014.81,Morrison PLC,Food,Gurgaon,2025-08-03 08:15:16,1,0,3,0
TXN1496,Chelsea Garcia,63,Female,3773.0,Stephens PLC,Healthcare,Bangalore,2025-12-15 04:01:16,1,0,4,1
TXN1497,Amanda Mills,32,Female,4399.11,Fowler-Vargas,Entertainment,Bangalore,2026-02-04 14:14:16,1,1,4,1
TXN1498,Ronnie Moses,58,Male,2805.31,Esparza-Barnes,Food,Pune,2025-07-27 11:39:16,0,0,0,0
TXN1499,Anthony Munoz,20,Female,4547.01,Murray Inc,Food,Gurgaon,2026-01-30 17:49:16,1,0,2,1
TXN1500,Katrina Andrews,23,Female,1865.94,Armstrong-Turner,Fuel,Mumbai,2025-08-01 09:58:16,1,0,2,0
TXN1501,Gina Johnson,22,Female,4822.74,Johnson-Matthews,Travel,Chennai,2025-08-12 18:33:16,1,1,3,1
TXN1502,Alexander Salazar,45,Male,3789.83,Miller and Sons,Fuel,Pune,2026-02-11 19:46:16,1,1,0,1
TXN1503,Jared Benjamin,64,Female,987.25,Tate-Cooke,Online Shopping,Delhi,2025-09-11 20:23:16,1,0,1,0
TXN1504,Terry Taylor,37,Male,2793.52,"Cooper, Holmes and Jones",Food,Chennai,2025-08-17 12:38:16,1,0,4,1
TXN1505,Robert Williams,20,Male,4486.96,May Inc,Entertainment,Bangalore,2025-05-09 20:03:16,1,0,0,1
TXN1506,Jessica Sanchez,45,Male,1018.06,"Schwartz, Guerrero and Daniels",Electronics,Bangalore,2026-04-29 23:09:16,0,0,3,0
TXN1507,Amanda Moore,65,Female,769.0,Stewart LLC,Healthcare,Gurgaon,2025-08-20 21:55:16,1,0,5,1
TXN1508,Anna Savage,36,Female,4413.26,Harrell Group,Grocery,Gurgaon,2026-04-25 16:55:16,0,1,0,0
TXN1509,Holly Williams,62,Female,4920.71,"Bryan, Graham and Washington",Electronics,Delhi,2026-04-16 15:07:16,0,1,3,0
TXN1510,Travis Figueroa,45,Female,4410.82,Potter and Sons,Healthcare,Gurgaon,2025-09-26 05:14:16,0,1,4,1
TXN1511,Melissa Ross,42,Female,474.22,"Salazar, Ross and Smith",Fuel,Delhi,2025-10-23 08:07:16,1,1,1,0
TXN1512,James Simpson,22,Female,4867.55,"Clements, Baxter and Singleton",Electronics,Bangalore,2025-08-15 08:03:16,0,0,1,0
TXN1513,Audrey Cunningham,23,Male,3554.11,Smith and Sons,Healthcare,Chennai,2025-05-08 16:32:16,0,0,4,1
TXN1514,Michael Salazar,41,Male,2476.12,"Robinson, Deleon and Barber",Online Shopping,Mumbai,2025-12-27 16:13:16,0,1,5,1
TXN1515,Matthew Wood,43,Female,1229.26,Greene-Franklin,Fuel,Mumbai,2025-12-02 04:15:16,1,0,5,1
TXN1516,Ebony Mathews,50,Male,1206.97,Horne-Kelly,Entertainment,Gurgaon,2025-11-09 02:00:16,0,0,2,0
TXN1517,Margaret Davis,64,Female,964.39,"Martin, Saunders and Mcneil",Entertainment,Gurgaon,2026-02-21 04:53:16,0,0,5,1
TXN1518,Robert Griffith,34,Male,4208.82,Ball PLC,Fashion,Chennai,2025-12-19 13:14:16,0,0,2,0
TXN1519,Joseph Harris,50,Male,640.06,Holland Inc,Healthcare,Bangalore,2025-08-09 02:39:16,0,1,2,0
TXN1520,Brian Moore,57,Male,29.05,Brown-Barton,Fashion,Chennai,2026-03-21 21:35:16,1,1,0,0
TXN1521,Elizabeth Garza,37,Female,1143.63,Mendoza-Wallace,Entertainment,Pune,2025-09-02 05:38:16,0,1,3,0
TXN1522,Denise Bautista,42,Female,1085.49,"Schneider, Brandt and Sheppard",Fuel,Pune,2025-12-15 07:06:16,0,1,0,0
TXN1523,Daniel Moore,63,Male,3798.65,"Baker, Turner and Perez",Travel,Bangalore,2026-03-29 19:06:16,0,0,3,0
TXN1524,Alison Chen,30,Female,4495.25,"Lopez, Riley and Hill",Electronics,Mumbai,2026-01-13 03:35:16,1,0,2,1
TXN1525,David Gonzalez,44,Female,2806.6,Ellis PLC,Entertainment,Pune,2026-02-06 01:45:16,0,1,5,1
TXN1526,Diane Middleton,55,Female,1141.38,Grant-Davis,Travel,Gurgaon,2025-06-14 01:22:16,0,0,5,1
TXN1527,Andrew Larson,31,Female,2400.56,"Pitts, Hawkins and Reyes",Fashion,Mumbai,2025-07-30 20:17:16,0,1,5,1
TXN1528,Eric Savage,43,Female,4831.55,Green and Sons,Grocery,Bangalore,2025-12-08 11:44:16,0,1,2,0
TXN1529,Joseph Silva,63,Male,4554.74,Carr Inc,Food,Gurgaon,2025-08-05 19:13:16,1,1,3,1
TXN1530,Russell Patterson,62,Female,4814.42,"Flores, Mendoza and Walker",Entertainment,Chennai,2026-03-05 18:42:16,1,1,3,1
TXN1531,Gregg Marshall,36,Male,4365.04,"Moore, Bonilla and Wolfe",Electronics,Pune,2026-01-07 21:48:16,0,0,4,1
TXN1532,Erik Duffy,53,Female,491.71,"West, Clark and Jimenez",Grocery,Bangalore,2025-07-25 19:08:16,0,1,3,0
TXN1533,Theresa Harvey,42,Male,4124.43,Berry and Sons,Fuel,Pune,2025-07-03 01:00:16,1,0,2,1
TXN1534,Phillip Lynch,31,Male,3718.53,Mitchell-Brooks,Fashion,Pune,2025-10-24 00:13:16,1,0,1,1
TXN1535,Joshua West,58,Female,1658.74,Carrillo-Duran,Online Shopping,Mumbai,2026-02-10 18:45:16,1,0,4,1
TXN1536,Tracey Howard,66,Male,1433.6,"Brown, Schneider and Armstrong",Fashion,Delhi,2025-08-13 01:30:16,1,1,5,1
TXN1537,Andrea Anderson,67,Female,2871.01,Todd-Gilbert,Electronics,Gurgaon,2025-12-09 22:53:16,0,0,3,0
TXN1538,Sabrina Wood,54,Male,2998.9,Johnson-Wilson,Healthcare,Chennai,2025-10-18 19:37:16,1,0,2,0
TXN1539,Theresa Nash,34,Male,332.79,Moore-Wheeler,Food,Mumbai,2026-03-03 19:56:16,0,1,3,0
TXN1540,Jonathan Young Jr.,29,Female,2327.52,"Hall, Terry and Edwards",Online Shopping,Mumbai,2026-04-22 19:22:16,1,1,1,0
TXN1541,Amanda Castillo,69,Female,2222.47,Villarreal and Sons,Fashion,Pune,2025-09-17 06:50:16,0,0,5,1
TXN1542,Donna Barnett,37,Female,3946.12,Spears-Juarez,Grocery,Bangalore,2025-11-09 23:46:16,0,0,3,0
TXN1543,Matthew Harrington,45,Male,1178.58,Carpenter and Sons,Travel,Chennai,2026-02-20 15:38:16,1,0,5,1
TXN1544,Gabriella Vega,61,Female,4753.15,Carter-Stone,Fuel,Mumbai,2025-11-26 05:00:16,1,1,0,1
TXN1545,Wendy Lee,25,Female,3174.18,Harris-Pearson,Fuel,Delhi,2025-08-18 06:16:16,0,1,1,0
TXN1546,Jason Lutz,34,Female,208.43,Lewis LLC,Healthcare,Gurgaon,2025-08-18 20:22:16,1,1,3,0
TXN1547,Christopher Sheppard,59,Male,4857.95,Murphy-Patterson,Electronics,Chennai,2026-02-03 14:52:16,1,1,2,1
TXN1548,Diana Graham,57,Male,2354.02,Johnson Inc,Online Shopping,Gurgaon,2025-09-12 07:45:16,0,1,0,0
TXN1549,Mark Murphy,30,Male,2689.67,Michael PLC,Fuel,Bangalore,2026-03-19 13:52:16,1,1,5,1
TXN1550,Megan Frank,25,Female,193.24,Davis-Castaneda,Online Shopping,Pune,2025-05-19 21:20:16,0,1,4,1
TXN1551,Paul Allen,66,Female,1100.36,Logan Group,Grocery,Delhi,2026-01-21 16:47:16,0,1,5,1
TXN1552,April Thomas,58,Male,1991.11,"Garcia, Mendoza and Chen",Electronics,Mumbai,2026-03-31 11:00:16,1,1,0,0
TXN1553,Brittany Shelton,41,Male,2662.68,"Wright, Rogers and Hogan",Entertainment,Mumbai,2026-03-09 20:46:16,0,1,0,0
TXN1554,Ronald Randolph,56,Male,2472.8,Brown-Ramsey,Fashion,Delhi,2025-08-13 14:22:16,1,1,2,0
TXN1555,David Lewis,30,Male,4647.84,Carter-Frazier,Healthcare,Chennai,2026-03-24 03:01:16,0,0,3,0
TXN1556,Steven Flynn,36,Female,2061.0,"Ibarra, Andrews and Mcdonald",Fashion,Chennai,2026-01-18 15:53:16,0,1,0,0
TXN1557,Sara Marshall,62,Male,3594.96,Figueroa-Rios,Electronics,Delhi,2025-08-30 23:33:16,0,1,0,0
TXN1558,Amanda Young,44,Male,20.5,Brooks Ltd,Travel,Pune,2025-11-30 14:54:16,0,1,0,0
TXN1559,Terry Baker,64,Male,4359.27,Coleman-Austin,Grocery,Chennai,2025-12-13 02:37:16,1,0,5,1
TXN1560,Kevin Wheeler,50,Female,2286.62,"Ochoa, Lewis and Stevens",Travel,Gurgaon,2026-02-14 23:22:16,0,0,3,0
TXN1561,Carolyn Gonzalez,57,Female,3758.38,Cruz Group,Electronics,Chennai,2025-09-24 15:43:16,0,0,2,0
TXN1562,Timothy Wells,32,Female,3751.76,Sutton Group,Healthcare,Bangalore,2025-08-22 19:31:16,0,1,1,0
TXN1563,Patrick Hutchinson,68,Male,2972.37,Simmons-Wong,Travel,Delhi,2025-08-14 14:23:16,0,0,2,0
TXN1564,Richard Fox,26,Female,3066.74,Cooley-Pacheco,Healthcare,Chennai,2026-04-10 01:21:16,0,0,5,1
TXN1565,Daniel Mcguire,44,Female,3707.5,"Bryant, Bauer and Valenzuela",Fuel,Mumbai,2026-02-03 22:38:16,0,0,5,1
TXN1566,Sabrina Thomas,57,Male,4101.86,Farley and Sons,Electronics,Pune,2025-08-13 00:58:16,1,1,0,1
TXN1567,Curtis Swanson,62,Female,2002.85,Jacobson Group,Healthcare,Mumbai,2025-05-15 06:52:16,0,1,0,0
TXN1568,Christopher Kelley,40,Male,4085.45,Wolfe Group,Food,Pune,2025-07-17 06:47:16,1,0,2,1
TXN1569,Shannon Ramirez,35,Female,2025.45,"Martinez, Fisher and Dean",Food,Pune,2026-02-23 07:03:16,0,1,1,0
TXN1570,Mr. Andrew Deleon,47,Female,2237.63,"Smith, Hudson and Stein",Grocery,Mumbai,2025-05-19 01:38:16,1,1,3,0
TXN1571,Mark Gonzalez,61,Male,4584.01,Blake-Kane,Food,Gurgaon,2026-03-05 05:01:16,0,0,2,0
TXN1572,Larry Norman,65,Female,71.43,Maddox-Young,Healthcare,Mumbai,2025-06-28 06:05:16,1,1,3,0
TXN1573,Kimberly Richard,50,Female,2633.8,Goodman Inc,Online Shopping,Chennai,2025-07-21 04:13:16,0,1,4,1
TXN1574,Daniel Vincent,24,Male,721.54,"Harris, Chapman and Schmidt",Grocery,Pune,2026-03-13 03:40:16,0,0,3,0
TXN1575,Janice Smith,36,Female,136.98,"Johnson, Nguyen and Norris",Food,Delhi,2026-01-01 16:52:16,0,1,0,0
TXN1576,Christine Zhang,55,Female,4237.23,Lyons-Goodwin,Online Shopping,Gurgaon,2025-11-12 07:45:16,1,1,3,1
TXN1577,Keith Johnson,55,Male,2275.47,"Robles, Hancock and Patterson",Online Shopping,Pune,2026-01-14 14:51:16,0,1,4,1
TXN1578,Gerald Ford,47,Male,147.41,Henderson Group,Fashion,Delhi,2026-03-01 16:56:16,0,0,3,0
TXN1579,Whitney Good,43,Female,204.59,Rangel-Jones,Entertainment,Pune,2025-05-09 17:50:16,0,1,1,0
TXN1580,Phillip Young,23,Female,3783.51,"Arroyo, Cox and Yang",Food,Delhi,2025-09-04 18:04:16,0,0,1,0
TXN1581,Kenneth Smith,54,Female,4780.03,Smith Group,Electronics,Gurgaon,2025-05-16 01:18:16,0,1,5,1
TXN1582,Sean Miles,21,Male,4974.34,Hudson-Thomas,Electronics,Delhi,2025-10-18 11:12:16,0,0,4,1
TXN1583,Casey Griffin,64,Male,766.41,Ellis-Brown,Fuel,Bangalore,2026-01-18 12:19:16,1,0,3,0
TXN1584,Lauren Clark,22,Female,779.18,"Flores, Allen and Alexander",Travel,Chennai,2025-07-06 15:07:16,1,0,4,1
TXN1585,Andrew Morgan,39,Male,1242.07,Lee-French,Healthcare,Gurgaon,2025-05-29 09:38:16,1,0,1,0
TXN1586,Bryan Thomas,51,Female,1304.08,Hunter PLC,Electronics,Gurgaon,2026-03-17 11:20:16,1,1,5,1
TXN1587,Brandon Jordan,61,Male,1182.84,"Hansen, Thompson and Shelton",Fuel,Pune,2025-12-19 21:37:16,0,1,2,0
TXN1588,Thomas Baker,18,Male,2906.53,Johnson Group,Fashion,Delhi,2025-08-01 01:28:16,0,0,1,0
TXN1589,Mark Adams,28,Male,1044.47,"Davis, Diaz and Galvan",Grocery,Delhi,2025-08-08 00:41:16,0,0,1,0
TXN1590,Laura Chavez,57,Female,1635.86,"Williams, Lynch and Jackson",Healthcare,Gurgaon,2025-12-06 09:04:16,0,0,4,1
TXN1591,Catherine Hunter,25,Male,206.9,Buck and Sons,Online Shopping,Chennai,2025-12-13 23:05:16,1,0,5,1
TXN1592,Paula Smith,36,Female,670.54,Turner Group,Food,Gurgaon,2026-02-05 07:07:16,1,1,2,0
TXN1593,Nicole Jones,62,Male,2297.75,Conley Inc,Healthcare,Delhi,2025-09-03 06:47:16,0,0,2,0
TXN1594,Ricardo Hart,56,Male,632.86,Rowe Group,Online Shopping,Delhi,2025-11-04 08:00:16,1,0,5,1
TXN1595,April Gonzalez,29,Female,4848.34,"Cole, Smith and Smith",Fashion,Bangalore,2025-12-11 11:57:16,1,0,3,1
TXN1596,Melissa Perez,69,Female,4319.1,"Miller, Anderson and Barry",Grocery,Bangalore,2025-11-06 00:03:16,0,1,2,0
TXN1597,Andrea Thomas,50,Female,2817.93,Nelson PLC,Food,Gurgaon,2025-10-16 08:51:16,1,1,0,0
TXN1598,Miss Katherine Peck DVM,68,Male,4473.32,"Lambert, Miller and Stokes",Online Shopping,Mumbai,2025-09-30 10:13:16,0,0,2,1
TXN1599,Adam Torres,64,Female,3824.99,"Sanchez, Jefferson and Anderson",Grocery,Mumbai,2025-08-20 20:56:16,1,0,2,1
TXN1600,Susan Crawford,65,Female,4980.65,Bowen-Perkins,Grocery,Chennai,2025-06-13 07:56:16,1,1,0,1
TXN1601,Leslie Dorsey,34,Male,4236.37,Kaufman-May,Food,Pune,2025-05-20 20:22:16,0,1,5,1
TXN1602,Stanley Williams,20,Female,2247.11,Williams-Perez,Grocery,Mumbai,2026-04-24 12:55:16,1,0,4,1
TXN1603,Rebecca Solis,48,Male,3672.81,Contreras-Watson,Food,Pune,2026-01-13 06:12:16,1,1,5,1
TXN1604,Traci Shaffer,60,Female,4361.52,Hopkins Inc,Electronics,Pune,2025-07-13 07:25:16,0,0,3,0
TXN1605,Theresa Mcconnell,19,Female,1673.7,"Mendez, Coleman and Baird",Electronics,Pune,2026-04-02 04:11:16,0,1,0,0
TXN1606,Tara Lewis,47,Male,54.23,Pearson-Lucas,Food,Bangalore,2026-04-18 10:33:16,1,1,1,0
TXN1607,Brett Gray,66,Female,458.16,Webster-Garcia,Healthcare,Bangalore,2026-04-07 21:38:16,1,1,0,0
TXN1608,David Rocha,53,Male,4172.38,"Bush, Spence and Maynard",Electronics,Mumbai,2026-05-06 13:04:16,0,0,4,1
TXN1609,Kim Vance,57,Male,4686.08,Briggs-Richardson,Electronics,Mumbai,2025-10-31 19:40:16,1,1,3,1
TXN1610,Jeffrey Miranda,52,Female,3071.88,"Hutchinson, Sullivan and Macias",Entertainment,Delhi,2026-01-23 05:32:16,1,0,1,1
TXN1611,Amanda Jones,63,Female,1408.87,Bowman PLC,Fashion,Gurgaon,2025-08-20 22:30:16,1,0,2,0
TXN1612,Chase Walters,25,Male,563.88,"Hooper, Willis and Williams",Travel,Chennai,2025-10-31 14:56:16,1,0,1,0
TXN1613,Elizabeth Wallace,62,Male,4776.02,Newman Inc,Healthcare,Mumbai,2026-01-04 22:25:16,0,0,1,0
TXN1614,Audrey Luna,57,Female,573.53,"Nguyen, Townsend and Weber",Entertainment,Pune,2025-11-26 17:41:16,0,1,5,1
TXN1615,Joseph Harris,19,Female,373.78,Daugherty-Miller,Travel,Delhi,2026-04-24 03:54:16,1,1,3,0
TXN1616,Kathleen Swanson,51,Male,1412.21,King Inc,Electronics,Gurgaon,2025-10-04 13:45:16,0,0,5,1
TXN1617,Sandra Mathews,44,Male,119.91,Smith Ltd,Grocery,Delhi,2025-09-18 07:02:16,0,0,0,0
TXN1618,Susan Strickland,34,Male,3205.98,Reese Group,Entertainment,Bangalore,2025-08-11 07:22:16,0,1,4,1
TXN1619,Mark Hamilton,36,Male,3242.61,"Williams, Rose and Wood",Grocery,Delhi,2025-10-05 10:46:16,0,1,5,1
TXN1620,Michael Horn,27,Male,2933.47,Lopez Ltd,Electronics,Bangalore,2026-03-14 08:21:16,0,0,1,0
TXN1621,Jennifer Thomas,31,Female,2321.23,"Morgan, Francis and Wilson",Grocery,Mumbai,2026-03-15 04:26:16,1,1,5,1
TXN1622,Jeffrey Barajas,47,Female,2605.65,"Wu, Alexander and Orozco",Grocery,Gurgaon,2025-10-14 05:33:16,1,0,1,0
TXN1623,Cynthia Patterson,29,Female,2488.51,Hernandez Ltd,Food,Mumbai,2025-07-21 09:45:16,1,1,1,0
